pair,engagement by Utterance,engagement by Second,mean engagement by Utterance,mean engagement by Second,openness,conscientiousness,extraversion,agreeableness,neuroticism,openness difference,conscientiousness difference,extraversion difference,agreeableness difference,neuroticism difference
P181_P122,1.1156689901287122,1.10000170423486,1.1502131713620838,1.0951115653953971,0.62,0.52,0.76,0.5,0.4,-0.06999999999999995,-0.24,0.45,-0.15000000000000002,-0.09999999999999998
P181_P148,1.0664505766081875,1.0596811816638367,1.1502131713620838,1.0951115653953971,0.62,0.52,0.76,0.5,0.4,0.43,0.44,0.07000000000000006,-0.35,-0.06999999999999995
P181_P175,1.1467003894791805,1.122878157506462,1.1502131713620838,1.0951115653953971,0.62,0.52,0.76,0.5,0.4,0.12,0.24,0.14,0.0,-0.22999999999999998
P179_P188,0.9906512078647947,0.990207647995637,0.988726149486281,0.9642433753340166,0.65,0.92,0.83,0.6,0.37,0.19,0.76,0.14,0.19999999999999996,-0.36
P179_P190,0.9609958134122073,0.9660293139909127,0.988726149486281,0.9642433753340166,0.65,0.92,0.83,0.6,0.37,,,,,
P179_P208,0.9823983182563096,0.9857507920528524,0.988726149486281,0.9642433753340166,0.65,0.92,0.83,0.6,0.37,0.38,0.72,0.06999999999999995,0.3,0.07
P188_P179,1.0912647057850065,1.0929578970337028,1.1472670251191117,1.112187790946107,0.46,0.16,0.69,0.4,0.73,-0.19,-0.76,-0.14,-0.19999999999999996,0.36
P188_P190,1.1366924953027993,1.1175185239324328,1.1472670251191117,1.112187790946107,0.46,0.16,0.69,0.4,0.73,,,,,
P188_P208,1.1272438374443667,1.133521478592905,1.1472670251191117,1.112187790946107,0.46,0.16,0.69,0.4,0.73,0.19,-0.04000000000000001,-0.07000000000000006,0.10000000000000003,0.43
P190_P179,0.9070178603733486,0.9416264209333638,0.967294350411048,0.9389561224546226,,,,,,,,,,
P190_P188,0.9681926419021781,0.9195645509180984,0.967294350411048,0.9389561224546226,,,,,,,,,,
P190_P208,0.8891653881367628,0.8919402425686861,0.967294350411048,0.9389561224546226,,,,,,,,,,
P208_P179,1.1360311511988308,1.1378975824099726,1.1506497651148473,1.1087116689584193,0.27,0.2,0.76,0.3,0.3,-0.38,-0.72,-0.06999999999999995,-0.3,-0.07
P208_P188,1.1234953017862188,1.1043411811153532,1.1506497651148473,1.1087116689584193,0.27,0.2,0.76,0.3,0.3,-0.19,0.04000000000000001,0.07000000000000006,-0.10000000000000003,-0.43
P208_P190,1.1222641653867513,1.1216719844755778,1.1506497651148473,1.1087116689584193,0.27,0.2,0.76,0.3,0.3,,,,,
P186_P191,1.1153903717789095,1.0441982394361973,1.1054465439483891,1.0052271121416034,0.27,0.36,0.59,0.3,0.57,,,,,
P186_P207,1.0303865363970113,0.9861281025932889,1.1054465439483891,1.0052271121416034,0.27,0.36,0.59,0.3,0.57,-0.10999999999999999,-0.28,0.30999999999999994,-0.2,0.13999999999999996
P186_P220,,0.184783,1.1054465439483891,1.0052271121416034,0.27,0.36,0.59,0.3,0.57,0.04000000000000001,-0.12,0.10999999999999999,0.15,0.19999999999999996
P191_P186,1.1237382644639375,1.0919721367959374,1.1386243260519642,1.0405604628274117,,,,,,,,,,
P191_P207,1.067480478242365,1.0677477197960177,1.1386243260519642,1.0405604628274117,,,,,,,,,,
P191_P220,,1.01087,1.1386243260519642,1.0405604628274117,,,,,,,,,,
P207_P186,1.068542180873016,1.0737037276216859,1.1212202580058797,1.0895300998286161,0.38,0.64,0.28,0.5,0.43,0.10999999999999999,0.28,-0.30999999999999994,0.2,-0.13999999999999996
P207_P191,1.085117572962648,1.0784363593792174,1.1212202580058797,1.0895300998286161,0.38,0.64,0.28,0.5,0.43,,,,,
P207_P220,,1.048913,1.1212202580058797,1.0895300998286161,0.38,0.64,0.28,0.5,0.43,0.15,0.16000000000000003,-0.19999999999999996,0.35,0.06
P220_P186,0.9104861586403507,0.9077146299366835,0.9122761731730388,0.8829816863039952,0.23,0.48,0.48,0.15,0.37,-0.04000000000000001,0.12,-0.10999999999999999,-0.15,-0.19999999999999996
P220_P191,0.9267704261460096,0.9279372699055332,0.9122761731730388,0.8829816863039952,0.23,0.48,0.48,0.15,0.37,,,,,
P220_P207,0.9314922440155939,0.9290181991228071,0.9122761731730388,0.8829816863039952,0.23,0.48,0.48,0.15,0.37,-0.15,-0.16000000000000003,0.19999999999999996,-0.35,-0.06
